[2019-05-04 17:01:38] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-05-04 17:01:38] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-05-04 17:01:38] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-05-04 17:01:38] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000005 [] []
[2019-05-04 17:01:38] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-05-04 17:06:53] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-05-04 17:06:53] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-05-04 17:06:53] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-05-04 17:06:53] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000005 [] []
[2019-05-04 17:06:53] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-05-04 17:07:43] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-05-04 17:07:43] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-05-04 17:07:43] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-05-04 17:07:43] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000005 [] []
[2019-05-04 17:07:43] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-05-04 17:13:34] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-05-04 17:13:34] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-05-04 17:13:34] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-05-04 17:13:34] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000005 [] []
[2019-05-04 17:13:34] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-05-04 17:40:17] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-05-04 17:40:17] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-05-04 17:40:17] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-05-04 17:40:17] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000005 [] []
[2019-05-04 17:40:17] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-05-04 18:02:25] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-05-04 18:02:25] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-05-04 18:02:25] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-05-04 18:02:25] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000005 [] []
[2019-05-04 18:02:25] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-05-04 18:03:44] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-05-04 18:03:44] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-05-04 18:03:44] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-05-04 18:03:44] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000005 [] []
[2019-05-04 18:03:44] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-05-04 18:06:24] RabbitPrint.WARNING:  | | | functions.php -> getKodePesanan() -> selectkey : SELECT MAX(pesanan.pesanan_no_pesanan) AS psnkey FROM pesanan WHERE pesanan.pesanan_no_pesanan LIKE '%PSN-20190522%' [] []
[2019-05-04 18:06:24] RabbitPrint.WARNING:  | | | functions.php -> getKodePesanan() -> psn_key : PSN/20190522/001 [] []
[2019-05-04 18:06:24] RabbitPrint.WARNING:  | | | proses_pesanan.php -> load.. [] []
[2019-05-04 18:06:24] RabbitPrint.WARNING:  | | | proses_pesanan.php -> list_barang : Array [] []
